// Flagged Items
// <ItemID>,<Flag>
//
// <Flag>:
//  1 - As Dead Branch item (will be logged at `branchlog` table and cannot be used at 'nobranch' mapflag)
//  2 - As item group container, check player's inventory and weight before consumed
//  4 - GUID item, cannot be stacked even same or stackable item
//  8 - Item will be bound item when equipped
// 16 - Special Broadcast: When item dropped by monster and player loot it, will be broadcasted!
// 32 - Item will not be removed on consumption. Also supports 'itemskill'
// 64 - Item will be displayed with a client side defined drop
// 128 - Item will be displayed with a white pillar drop effect
// 256 - Item will be displayed with a blue pillar drop effect
// 512 - Item will be displayed with a yellow pillar drop effect
// 1024 - Item will be displayed with a purple pillar drop effect
// 2048 - Item will be displayed with a orange pillar drop effect
// NOTE: For removing flag by import file, use "-" to remove the flag. Example, 604,-1 will removes flag 1 from Branch_Of_Dead_Tree
4409,256
4410,256
4411,256
4412,256
4413,256
4414,256
4415,256
4416,256
4417,256
4418,256
4419,512
4420,256
4421,256
4422,256
4423,256
4424,256
4425,512
4426,256
4427,256
4428,256
4429,256
4430,512
4431,256
4432,256
4433,256
4434,256
4435,256
4436,256
4437,256
4438,256
4439,256
4440,256
4441,512
4442,256
4444,256
4445,256
4446,256
4447,256
4448,256
4449,256
4450,256
4451,256
4452,256
4453,256
4454,256
4455,256
4456,512
4458,512
4459,256
4460,256
4461,256
4462,256
4463,256
4464,256
4465,256
4466,256
4467,256
4468,256
4469,256
4470,256
4471,256
4472,256
4473,256
4474,256
4475,256
4476,256
4477,256
4478,256
4479,256
4480,512
4481,512
4482,512
4483,512
4484,512
4485,512
4486,512
4488,512
4489,512
4490,512
4491,512
4492,512
4493,512
4494,512
4495,512
4496,512
4497,512
4498,512
4499,512
4500,512
4501,512
4502,512
4503,512
4504,512
4505,512
4506,256
4507,512
4508,256
4509,512
4510,256
4511,256
4512,256
4513,512
4514,256
4515,256
4516,256
4517,256
4518,256
4519,256
4520,256
4521,256
4522,256
4523,256
4524,256
4525,512
4526,256
4527,256
4528,256
4529,256
4530,256
4531,256
4532,256
4533,256
4534,256
4535,512
4536,512
4537,512
4538,512
4539,512
4540,512
4541,512
4542,512
4543,512
4544,512
4545,256
4546,512
4547,512
4548,512
4549,512
4550,512
4552,256
4553,256
4554,256
4555,256
4556,512
4557,512
4559,512
4560,512
4561,512
4562,512
4563,512
4564,512
4565,512
4566,512
4567,256
4568,256
4569,256
4570,256
4571,256
4572,256
4573,256
4574,256
4575,256
4576,256
4577,256
4578,256
4579,256
4580,256
4581,256
4582,256
4583,256
4584,256
4585,256
4586,256
4587,256
4588,256
4589,256
4590,256
4591,256
4592,256
4593,256
4594,256
4595,256
4596,256
4597,256
4598,256
4599,256
4600,256
4601,256
4602,256
4603,256
4604,256
4605,256
4606,256
4607,256
4608,256
4609,256
4610,256
4625,256
4626,256
4627,256
4628,256
4629,256
4630,256
4631,256
4632,256
4633,256
4634,256
4635,256
4636,256
4637,256
4638,256
4639,256
4640,256
4641,256
4642,512
4643,512
4644,512
4645,512
4646,512
4647,512
4648,512
4649,512
4650,512
4651,512
4652,512
4653,512
4654,512
4655,512
4656,512
4657,512
4658,512
4659,256
4660,256
4661,256
4662,256
4663,256
4664,256
4665,256
4666,256
4667,256
4668,256
4669,256
4670,256
4671,256
4672,256
4673,256
4674,256
4675,256
4676,256
4677,256
4678,256
4679,256
4680,256
4681,256
4682,256
4683,256
4684,256
4685,256
4686,256
4687,256
4688,256
4689,256
4690,256
4691,256
4692,256
4693,256
4694,256
4695,256
4696,256
4697,256
4698,256
4699,256
